Grade;Area;Topic;Code;Description
6; World Geography and Ancient Civilizations I;Topic 5a: Physical and political geography and indigenous populations of Central America and the Caribbean Islands;HSS.6.T5a.01;On a physical map of the world, use cardinal directions, map scales, key/legend, and title to locate Central America, the Caribbean Sea. On a map of the region, identify important physical features of the region (e.g. Gulf of Mexico, Yucatan Peninsula, the Panama Canal).
6; World Geography and Ancient Civilizations I;Topic 5a: Physical and political geography and indigenous populations of Central America and the Caribbean Islands;HSS.6.T5a.02;"Demonstrate knowledge of political geography by locating the current countries and major cities of Central America and the Caribbean Islands on a political map; use knowledge of maps to complement information gained from text about a country or region."
6; World Geography and Ancient Civilizations I;Topic 5a: Physical and political geography and indigenous populations of Central America and the Caribbean Islands;HSS.6.T5a.03;Explain how absolute and relative locations, climate, major physical characteristics and natural resources influenced settlement, population size, and the economies of regions and countries in Central America and the Caribbean Islands.
6; World Geography and Ancient Civilizations I;Topic 5a: Physical and political geography and indigenous populations of Central America and the Caribbean Islands;HSS.6.T5a.04;Describe the culture and way of life of the indigenous populations of the region (e.g., Carib [Antilles and South America], Taino [Cuba, Trinidad, Jamaica, Hispaniola, Puerto Rico], Lenca [Honduras], Miskito [Nicaragua], Huatares and Chorotegas [Costa Rica], Lokono, also known as Arawak [Trinidad and Tobago]).
6; World Geography and Ancient Civilizations I;Topic 5b: Physical and political geography of South America;HSS.6.T5b.01;On a physical map of the world, use cardinal directions, map scales, key/legend, and title to locate South America and the Atlantic and Pacific Oceans. On a map of South America, locate important physical features of the region (e.g. Isthmus of Panama, Andes Mountains, Cape Horn, Amazon River, and the southern, northern, eastern, and western regions of South America). Use other kinds of maps (e.g., landform, population, climate) to determine important characteristics of this region.
6; World Geography and Ancient Civilizations I;Topic 5b: Physical and political geography of South America;HSS.6.T5b.02;"On a political map of the region, demonstrate map reading skills to distinguish countries, capitals, and other cities and to describe their absolute location (using latitude and longitude coordinates) and relative location (relationship to other countries, cities, or bodies of water); use knowledge of maps to complement information gained from text about a city, country or region."
6; World Geography and Ancient Civilizations I;Topic 5b: Physical and political geography of South America;HSS.6.T5b.03;Explain how absolute and relative locations, major physical characteristics, climate and natural resources in this region have influenced settlement patterns, population size, and economies of the countries.
6; World Geography and Ancient Civilizations I;Topic 5c: Major ancient societies in Central America and South America, c. 1400 BCE-1600 CE;HSS.6.T5c.01;Research and report on one of the major ancient societies that existed in Central America (Maya, Teotihuacˇn, and other civilizations such as the Olmec, Toltec, and Zapotec), or one of the major pre-Columbian Andean civilizations (Chav≠n, Moche, Nazca), their locations, and their cultural characteristics. (See Standard 7.)
7; World Geography and Ancient Civilizations II;Topic 1a: Physical and political geography of Central and South Asia;HSS.7.T1a.01;On a physical map of the world, use cardinal directions, map scales, key/legend, and title to locate Central and South Asia. On a topographic map of Central and South Asia locate important physical features of the region (e.g. the Indian Ocean, the Arabian Sea, the Bay of Bengal, the Ganges River, the Indo-Gangetic Plain, the Northern Mountains, the Khyber Pass, the Deccan Plateau, the Himalayan Mountains, and the Steppes). Use other kinds of maps (e.g., landform, population, climate) to determine important characteristics of this region.
7; World Geography and Ancient Civilizations II;Topic 1a: Physical and political geography of Central and South Asia;HSS.7.T1a.02;"On a political map of the region, demonstrate map reading skills to distinguish countries, capitals, and other cities and to describe their absolute location (using latitude and longitude coordinates) and relative location (relationship to other countries, cities, or bodies of water); use knowledge of maps to complement information gained from text about a city, country or region."
7; World Geography and Ancient Civilizations II;Topic 1a: Physical and political geography of Central and South Asia;HSS.7.T1a.03;Explain how absolute and relative locations, major physical characteristics, climate and natural resources in this region have influenced settlement patterns, population size, and economies of the countries.
7; World Geography and Ancient Civilizations II;Topic 1b: Early Indian and Central Asian civilizations, religions, and cultures;HSS.7.T1b.01;Explain the ways in which early Indian and Central Asian societies interacted with East African, Western Asian, and European societies (e.g., by conquest, trade, colonization, diffusion of religion, language, and culture).
7; World Geography and Ancient Civilizations II;Topic 1b: Early Indian and Central Asian civilizations, religions, and cultures;HSS.7.T1b.02;"Describe important economic, political, and religious developments in Indian and Central Asian history and evaluate the ways in which they conform to or differ from developments in societies in other regions of the world. 

a. the origins of Indian society in the Indus Valley, c. 3000-1300 BCE
b. the evolution and central principles of Hinduism 
c. the teachings of Gautama Buddha in India in the 6th to 4th centuries BCE
 d. the Mauryan Empire in the 4th to 2nd centuries BCE and the role of the Emperor Ashoka adopting Buddhism?s moral teachings and the philosophy of non-violence and supporting Buddhist missionaries in North Africa, Central and Southeast Asia, and Mediterranean Europe; the Gupta Empire in the 3rd to 6th centuries CE, sometimes referred to as the ?Golden Age of India,? and its Sanskrit classic literature and art
 e. the development of the caste system in India f. achievements in art, architecture, technology, astronomy, and mathematicsg. the role topography and geography played in making trade along the several routes of the Silk Road viable and lucrative; connections through trade routes to Africa, Europe, and China"
